cluster 0,cluster 1
1.193411718,0.5361159200000001
0.604197173,0.446742867
0.46711626399999995,0.42685456
0.6149051289999998,0.162662613
0.713247598,1.0280141770000002
0.5581467999999999,0.283464568
0.638325258,0.378916511
0.6524174229999999,0.30911250700000004
0.9529144599999999,0.34158690199999997
0.988888966,0.12515344099999998
0.440311444,0.544424484
0.8189304810000001,0.22685988699999998
0.5424647419999999,0.120618858
0.262110656,0.5942873710000001
0.064875394,0.163222327
0.153375066,0.221127224
0.45450148299999993,0.120014267
0.245441304,0.10802919900000002
0.250573749,0.38549381000000005
0.33121219600000007,0.351180174
1.518450571,0.175511422
0.57645386,0.249976625
0.367245327,0.157881558
0.203067736,0.066863617
0.14732240300000002,0.453225153
0.13550995500000002,0.38565958999999994
0.081479405,0.5383458379999999
0.191305161,0.201728253
0.12416449800000001,0.5495324879999999
0.21603527,0.471121902
0.13352521900000003,0.3674369310000001
0.23441926199999996,0.38553129100000005
0.6400266960000001,0.451351344
0.383928397,0.198333035
0.431785809,0.106632993
,0.20098369000000002
,0.37527071900000003
,0.190636261
,0.3478014799999999
,0.24936203300000004
,0.23134675599999996
,0.169798092
